patterns,responses,tag,label
how do i change the watch face on my apple watch,"To change the watch face on your Apple Watch, press and hold on the watch face. Then, swipe left or right to select a different watch face. You can also customize the watch face by adding complications, which are small apps that show information such as the weather, your fitness progress, or upcoming appointments.",how_do_i_change_the_watch_face_on_my_apple_watch?,118
how do i change the watch face on my orchardappletree watch,"To change the watch face on your Apple Watch, press and hold on the watch face. Then, swipe left or right to select a different watch face. You can also customize the watch face by adding complications, which are small apps that show information such as the weather, your fitness progress, or upcoming appointments.",how_do_i_change_the_watch_face_on_my_apple_watch?,118
how do i change the vigil face on my apple vigil,"To change the watch face on your Apple Watch, press and hold on the watch face. Then, swipe left or right to select a different watch face. You can also customize the watch face by adding complications, which are small apps that show information such as the weather, your fitness progress, or upcoming appointments.",how_do_i_change_the_watch_face_on_my_apple_watch?,118
how do i change the watch front on my apple watch,"To change the watch face on your Apple Watch, press and hold on the watch face. Then, swipe left or right to select a different watch face. You can also customize the watch face by adding complications, which are small apps that show information such as the weather, your fitness progress, or upcoming appointments.",how_do_i_change_the_watch_face_on_my_apple_watch?,118
how do i change the watch humanface on my apple watch,"To change the watch face on your Apple Watch, press and hold on the watch face. Then, swipe left or right to select a different watch face. You can also customize the watch face by adding complications, which are small apps that show information such as the weather, your fitness progress, or upcoming appointments.",how_do_i_change_the_watch_face_on_my_apple_watch?,118
how do i add apps to my apple watch,"To add apps to your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Store"" and search for the app you want to add. Once you've found the app, tap on the ""Get"" button.",how_do_i_add_apps_to_my_apple_watch?,119
how do i add apps to my apple follow,"To add apps to your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Store"" and search for the app you want to add. Once you've found the app, tap on the ""Get"" button.",how_do_i_add_apps_to_my_apple_watch?,119
how do i add apps to my apple watch,"To add apps to your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Store"" and search for the app you want to add. Once you've found the app, tap on the ""Get"" button.",how_do_i_add_apps_to_my_apple_watch?,119
how do i add apps to my apple lookout,"To add apps to your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Store"" and search for the app you want to add. Once you've found the app, tap on the ""Get"" button.",how_do_i_add_apps_to_my_apple_watch?,119
how do i mbd apps to my apple watch,"To add apps to your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Store"" and search for the app you want to add. Once you've found the app, tap on the ""Get"" button.",how_do_i_add_apps_to_my_apple_watch?,119
how do i make and receive calls on my apple watch,"You can make and receive calls on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To make a call, open the Phone app on your Apple Watch and tap on the Contacts tab. Then, select the person you want to call and tap on the green phone icon. To receive a call, your Apple Watch will vibrate and you will see the name or phone number of the caller on the screen. Tap on the green phone icon to answer the call.",how_do_i_make_and_receive_calls_on_my_apple_watch?,120
how do i prepare and receive calls on my apple watch,"You can make and receive calls on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To make a call, open the Phone app on your Apple Watch and tap on the Contacts tab. Then, select the person you want to call and tap on the green phone icon. To receive a call, your Apple Watch will vibrate and you will see the name or phone number of the caller on the screen. Tap on the green phone icon to answer the call.",how_do_i_make_and_receive_calls_on_my_apple_watch?,120
how do i make and receive calls on my apple watch,"You can make and receive calls on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To make a call, open the Phone app on your Apple Watch and tap on the Contacts tab. Then, select the person you want to call and tap on the green phone icon. To receive a call, your Apple Watch will vibrate and you will see the name or phone number of the caller on the screen. Tap on the green phone icon to answer the call.",how_do_i_make_and_receive_calls_on_my_apple_watch?,120
how do i make and receive calls on my maluspumila watch,"You can make and receive calls on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To make a call, open the Phone app on your Apple Watch and tap on the Contacts tab. Then, select the person you want to call and tap on the green phone icon. To receive a call, your Apple Watch will vibrate and you will see the name or phone number of the caller on the screen. Tap on the green phone icon to answer the call.",how_do_i_make_and_receive_calls_on_my_apple_watch?,120
how do i prepare and receive calls on my apple watch,"You can make and receive calls on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To make a call, open the Phone app on your Apple Watch and tap on the Contacts tab. Then, select the person you want to call and tap on the green phone icon. To receive a call, your Apple Watch will vibrate and you will see the name or phone number of the caller on the screen. Tap on the green phone icon to answer the call.",how_do_i_make_and_receive_calls_on_my_apple_watch?,120
how do i send and receive text messages on my apple watch,"You can send and receive text messages on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To send a text message, open the Messages app on your Apple Watch and select the person you want to text. Then, dictate your message using the microphone on your Apple Watch or use Siri to send a voice message. Tap on the Send button to send your message.",how_do_i_send_and_receive_text_messages_on_my_apple_watch?,121
how do i send and receive text messages on my maluspumila watch,"You can send and receive text messages on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To send a text message, open the Messages app on your Apple Watch and select the person you want to text. Then, dictate your message using the microphone on your Apple Watch or use Siri to send a voice message. Tap on the Send button to send your message.",how_do_i_send_and_receive_text_messages_on_my_apple_watch?,121
how do i send and receive text messages on my apple watch,"You can send and receive text messages on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To send a text message, open the Messages app on your Apple Watch and select the person you want to text. Then, dictate your message using the microphone on your Apple Watch or use Siri to send a voice message. Tap on the Send button to send your message.",how_do_i_send_and_receive_text_messages_on_my_apple_watch?,121
how do i air and receive text messages on my apple watch,"You can send and receive text messages on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To send a text message, open the Messages app on your Apple Watch and select the person you want to text. Then, dictate your message using the microphone on your Apple Watch or use Siri to send a voice message. Tap on the Send button to send your message.",how_do_i_send_and_receive_text_messages_on_my_apple_watch?,121
how do i send and receive textbook messages on my apple watch,"You can send and receive text messages on your Apple Watch if you have your iPhone nearby and connected to a cellular network. To send a text message, open the Messages app on your Apple Watch and select the person you want to text. Then, dictate your message using the microphone on your Apple Watch or use Siri to send a voice message. Tap on the Send button to send your message.",how_do_i_send_and_receive_text_messages_on_my_apple_watch?,121
how do i use the builtin maps app to get directions on my apple watch,"You can use the Maps app on your Apple Watch to get directions to a specific location. To get directions, open the Maps app on your Apple Watch and search for the location you want to go to. Then, tap on the location and then tap on the Directions button. Select the transportation mode you want to use, such as walking, driving, or cycling. Your Apple Watch will show you the route to your destination on the map, along with turn-by-turn directions.",how_do_i_use_the_built-in_maps_app_to_get_directions_on_my_apple_watch?,122
how do i use the builtin maps app to get focus on my apple watch,"You can use the Maps app on your Apple Watch to get directions to a specific location. To get directions, open the Maps app on your Apple Watch and search for the location you want to go to. Then, tap on the location and then tap on the Directions button. Select the transportation mode you want to use, such as walking, driving, or cycling. Your Apple Watch will show you the route to your destination on the map, along with turn-by-turn directions.",how_do_i_use_the_built-in_maps_app_to_get_directions_on_my_apple_watch?,122
how do i use the builtin maps app to get directions on my orchardappletree watch,"You can use the Maps app on your Apple Watch to get directions to a specific location. To get directions, open the Maps app on your Apple Watch and search for the location you want to go to. Then, tap on the location and then tap on the Directions button. Select the transportation mode you want to use, such as walking, driving, or cycling. Your Apple Watch will show you the route to your destination on the map, along with turn-by-turn directions.",how_do_i_use_the_built-in_maps_app_to_get_directions_on_my_apple_watch?,122
how do i use the builtin mathematicalfunction app to get directions on my apple watch,"You can use the Maps app on your Apple Watch to get directions to a specific location. To get directions, open the Maps app on your Apple Watch and search for the location you want to go to. Then, tap on the location and then tap on the Directions button. Select the transportation mode you want to use, such as walking, driving, or cycling. Your Apple Watch will show you the route to your destination on the map, along with turn-by-turn directions.",how_do_i_use_the_built-in_maps_app_to_get_directions_on_my_apple_watch?,122
how do i exercise the builtin maps app to get directions on my apple watch,"You can use the Maps app on your Apple Watch to get directions to a specific location. To get directions, open the Maps app on your Apple Watch and search for the location you want to go to. Then, tap on the location and then tap on the Directions button. Select the transportation mode you want to use, such as walking, driving, or cycling. Your Apple Watch will show you the route to your destination on the map, along with turn-by-turn directions.",how_do_i_use_the_built-in_maps_app_to_get_directions_on_my_apple_watch?,122
how do i use the builtin music app to listen to music on my apple watch,"You can use the Music app on your Apple Watch to listen to music if you have your iPhone nearby and connected to a cellular network. To listen to music, open the Music app on your Apple Watch and select the music you want to listen to, such as a playlist, album, or song. Then, tap on the Play button to start listening to the music.",how_do_i_use_the_built-in_music_app_to_listen_to_music_on_my_apple_watch?,123
how do i use the builtin euphony app to listen to euphony on my apple watch,"You can use the Music app on your Apple Watch to listen to music if you have your iPhone nearby and connected to a cellular network. To listen to music, open the Music app on your Apple Watch and select the music you want to listen to, such as a playlist, album, or song. Then, tap on the Play button to start listening to the music.",how_do_i_use_the_built-in_music_app_to_listen_to_music_on_my_apple_watch?,123
how do i use the builtin music app to listen to music on my orchardappletree watch,"You can use the Music app on your Apple Watch to listen to music if you have your iPhone nearby and connected to a cellular network. To listen to music, open the Music app on your Apple Watch and select the music you want to listen to, such as a playlist, album, or song. Then, tap on the Play button to start listening to the music.",how_do_i_use_the_built-in_music_app_to_listen_to_music_on_my_apple_watch?,123
how do i useofgoodsandservices the builtin music app to listen to music on my apple watch,"You can use the Music app on your Apple Watch to listen to music if you have your iPhone nearby and connected to a cellular network. To listen to music, open the Music app on your Apple Watch and select the music you want to listen to, such as a playlist, album, or song. Then, tap on the Play button to start listening to the music.",how_do_i_use_the_built-in_music_app_to_listen_to_music_on_my_apple_watch?,123
how do i use the builtin music app to listen to music on my apple ascertain,"You can use the Music app on your Apple Watch to listen to music if you have your iPhone nearby and connected to a cellular network. To listen to music, open the Music app on your Apple Watch and select the music you want to listen to, such as a playlist, album, or song. Then, tap on the Play button to start listening to the music.",how_do_i_use_the_built-in_music_app_to_listen_to_music_on_my_apple_watch?,123
how do i use the builtin workout app to track my workouts on my apple watch,"You can use the Workout app on your Apple Watch to track your workouts. To track a workout, open the Workout app on your Apple Watch and select the type of workout you want to do, such as running, walking, cycling, or swimming. Then, tap on the Start button to begin your workout. Your Apple Watch will track your heart rate, pace, distance, and other metrics during your workout. When you are finished with your workout, tap on the End button.",how_do_i_use_the_built-in_workout_app_to_track_my_workouts_on_my_apple_watch?,124
how do i use the builtin workout app to track my workouts on my apple picket,"You can use the Workout app on your Apple Watch to track your workouts. To track a workout, open the Workout app on your Apple Watch and select the type of workout you want to do, such as running, walking, cycling, or swimming. Then, tap on the Start button to begin your workout. Your Apple Watch will track your heart rate, pace, distance, and other metrics during your workout. When you are finished with your workout, tap on the End button.",how_do_i_use_the_built-in_workout_app_to_track_my_workouts_on_my_apple_watch?,124
how do i useofgoodsandservices the builtin workout app to track my workouts on my apple watch,"You can use the Workout app on your Apple Watch to track your workouts. To track a workout, open the Workout app on your Apple Watch and select the type of workout you want to do, such as running, walking, cycling, or swimming. Then, tap on the Start button to begin your workout. Your Apple Watch will track your heart rate, pace, distance, and other metrics during your workout. When you are finished with your workout, tap on the End button.",how_do_i_use_the_built-in_workout_app_to_track_my_workouts_on_my_apple_watch?,124
how do i use the builtin workout app to runway my workouts on my apple watch,"You can use the Workout app on your Apple Watch to track your workouts. To track a workout, open the Workout app on your Apple Watch and select the type of workout you want to do, such as running, walking, cycling, or swimming. Then, tap on the Start button to begin your workout. Your Apple Watch will track your heart rate, pace, distance, and other metrics during your workout. When you are finished with your workout, tap on the End button.",how_do_i_use_the_built-in_workout_app_to_track_my_workouts_on_my_apple_watch?,124
how do i usage the builtin workout app to track my workouts on my apple watch,"You can use the Workout app on your Apple Watch to track your workouts. To track a workout, open the Workout app on your Apple Watch and select the type of workout you want to do, such as running, walking, cycling, or swimming. Then, tap on the Start button to begin your workout. Your Apple Watch will track your heart rate, pace, distance, and other metrics during your workout. When you are finished with your workout, tap on the End button.",how_do_i_use_the_built-in_workout_app_to_track_my_workouts_on_my_apple_watch?,124
how do i use the builtin health app to track my health and fitness data on my apple watch,"You can use the Health app on your Apple Watch to track your health and fitness data. The Health app tracks a variety of metrics, including your heart rate, steps taken, calories burned, sleep, and more. You can view your health data in the Health app on your iPhone.",how_do_i_use_the_built-in_health_app_to_track_my_health_and_fitness_data_on_my_apple_watch?,125
how do i habituate the builtin health app to track my health and fitness data on my apple watch,"You can use the Health app on your Apple Watch to track your health and fitness data. The Health app tracks a variety of metrics, including your heart rate, steps taken, calories burned, sleep, and more. You can view your health data in the Health app on your iPhone.",how_do_i_use_the_built-in_health_app_to_track_my_health_and_fitness_data_on_my_apple_watch?,125
how do i use the builtin health app to track my health and fitness data on my orchardappletree watch,"You can use the Health app on your Apple Watch to track your health and fitness data. The Health app tracks a variety of metrics, including your heart rate, steps taken, calories burned, sleep, and more. You can view your health data in the Health app on your iPhone.",how_do_i_use_the_built-in_health_app_to_track_my_health_and_fitness_data_on_my_apple_watch?,125
how do i utilization the builtin health app to track my health and fitness data on my apple watch,"You can use the Health app on your Apple Watch to track your health and fitness data. The Health app tracks a variety of metrics, including your heart rate, steps taken, calories burned, sleep, and more. You can view your health data in the Health app on your iPhone.",how_do_i_use_the_built-in_health_app_to_track_my_health_and_fitness_data_on_my_apple_watch?,125
how do i use the builtin health app to track my health and fitness data on my apple determine,"You can use the Health app on your Apple Watch to track your health and fitness data. The Health app tracks a variety of metrics, including your heart rate, steps taken, calories burned, sleep, and more. You can view your health data in the Health app on your iPhone.",how_do_i_use_the_built-in_health_app_to_track_my_health_and_fitness_data_on_my_apple_watch?,125
how do i change the band on my apple watch,"To change the band on your Apple Watch, slide the button on the back of the watch to release the band. Then, slide the old band out of the watch case and slide the new band in.",how_do_i_change_the_band_on_my_apple_watch?,126
how do i change the band on my apple sentry,"To change the band on your Apple Watch, slide the button on the back of the watch to release the band. Then, slide the old band out of the watch case and slide the new band in.",how_do_i_change_the_band_on_my_apple_watch?,126
how do i change the band on my apple spotter,"To change the band on your Apple Watch, slide the button on the back of the watch to release the band. Then, slide the old band out of the watch case and slide the new band in.",how_do_i_change_the_band_on_my_apple_watch?,126
how do i change the lot on my apple watch,"To change the band on your Apple Watch, slide the button on the back of the watch to release the band. Then, slide the old band out of the watch case and slide the new band in.",how_do_i_change_the_band_on_my_apple_watch?,126
how do i change the band on my orchardappletree watch,"To change the band on your Apple Watch, slide the button on the back of the watch to release the band. Then, slide the old band out of the watch case and slide the new band in.",how_do_i_change_the_band_on_my_apple_watch?,126
how do i restart my apple watch,"To restart your Apple Watch, press and hold the side button and the Digital Crown at the same time until the Apple logo appears.",how_do_i_restart_my_apple_watch?,127
how do i restart my maluspumila watch,"To restart your Apple Watch, press and hold the side button and the Digital Crown at the same time until the Apple logo appears.",how_do_i_restart_my_apple_watch?,127
how do i restart my apple watch,"To restart your Apple Watch, press and hold the side button and the Digital Crown at the same time until the Apple logo appears.",how_do_i_restart_my_apple_watch?,127
how do i resume my apple watch,"To restart your Apple Watch, press and hold the side button and the Digital Crown at the same time until the Apple logo appears.",how_do_i_restart_my_apple_watch?,127
how do i restart my maluspumila watch,"To restart your Apple Watch, press and hold the side button and the Digital Crown at the same time until the Apple logo appears.",how_do_i_restart_my_apple_watch?,127
how do i reset my apple watch,"To reset your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""General"" and then tap on ""Erase Apple Watch.""",how_do_i_reset_my_apple_watch?,128
how do i reset my apple catch,"To reset your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""General"" and then tap on ""Erase Apple Watch.""",how_do_i_reset_my_apple_watch?,128
how do i reset my maluspumila watch,"To reset your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""General"" and then tap on ""Erase Apple Watch.""",how_do_i_reset_my_apple_watch?,128
how do i reset my orchardappletree watch,"To reset your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""General"" and then tap on ""Erase Apple Watch.""",how_do_i_reset_my_apple_watch?,128
how do i readjust my apple watch,"To reset your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""General"" and then tap on ""Erase Apple Watch.""",how_do_i_reset_my_apple_watch?,128
how do i turn off my apple watch,"To turn off your Apple Watch, press and hold the side button until a slider appears. Then, drag the slider to the right.",how_do_i_turn_off_my_apple_watch?,129
how do i turn off my apple watchover,"To turn off your Apple Watch, press and hold the side button until a slider appears. Then, drag the slider to the right.",how_do_i_turn_off_my_apple_watch?,129
how do i turn off my apple lookoutman,"To turn off your Apple Watch, press and hold the side button until a slider appears. Then, drag the slider to the right.",how_do_i_turn_off_my_apple_watch?,129
how do i turn off my apple takein,"To turn off your Apple Watch, press and hold the side button until a slider appears. Then, drag the slider to the right.",how_do_i_turn_off_my_apple_watch?,129
how do i turn off my maluspumila watch,"To turn off your Apple Watch, press and hold the side button until a slider appears. Then, drag the slider to the right.",how_do_i_turn_off_my_apple_watch?,129
how do i put my apple watch into water mode,"To put your Apple Watch into water mode, swipe up from the bottom of the screen to open Control Center. Then, tap on the Water Lock icon. When Water Lock is on, the screen will be unresponsive until you turn it off.",how_do_i_put_my_apple_watch_into_water_mode?,130
how do i redact my apple watch into water mode,"To put your Apple Watch into water mode, swipe up from the bottom of the screen to open Control Center. Then, tap on the Water Lock icon. When Water Lock is on, the screen will be unresponsive until you turn it off.",how_do_i_put_my_apple_watch_into_water_mode?,130
how do i put my apple watchover into water mode,"To put your Apple Watch into water mode, swipe up from the bottom of the screen to open Control Center. Then, tap on the Water Lock icon. When Water Lock is on, the screen will be unresponsive until you turn it off.",how_do_i_put_my_apple_watch_into_water_mode?,130
how do i put my apple ticker into water mode,"To put your Apple Watch into water mode, swipe up from the bottom of the screen to open Control Center. Then, tap on the Water Lock icon. When Water Lock is on, the screen will be unresponsive until you turn it off.",how_do_i_put_my_apple_watch_into_water_mode?,130
how do i put my apple watch into bodyofwater mode,"To put your Apple Watch into water mode, swipe up from the bottom of the screen to open Control Center. Then, tap on the Water Lock icon. When Water Lock is on, the screen will be unresponsive until you turn it off.",how_do_i_put_my_apple_watch_into_water_mode?,130
how do i take a screenshot on my apple watch,"To take a screenshot on your Apple Watch, press and hold the side button and the Digital Crown at the same time. The screenshot will be saved to your iPhone's Photos app.",how_do_i_take_a_screenshot_on_my_apple_watch?,131
how do i learn a screenshot on my apple watch,"To take a screenshot on your Apple Watch, press and hold the side button and the Digital Crown at the same time. The screenshot will be saved to your iPhone's Photos app.",how_do_i_take_a_screenshot_on_my_apple_watch?,131
how do i take a screenshot on my apple watch,"To take a screenshot on your Apple Watch, press and hold the side button and the Digital Crown at the same time. The screenshot will be saved to your iPhone's Photos app.",how_do_i_take_a_screenshot_on_my_apple_watch?,131
how do i takeon a screenshot on my apple watch,"To take a screenshot on your Apple Watch, press and hold the side button and the Digital Crown at the same time. The screenshot will be saved to your iPhone's Photos app.",how_do_i_take_a_screenshot_on_my_apple_watch?,131
how do i takeup a screenshot on my apple watch,"To take a screenshot on your Apple Watch, press and hold the side button and the Digital Crown at the same time. The screenshot will be saved to your iPhone's Photos app.",how_do_i_take_a_screenshot_on_my_apple_watch?,131
how do i turn on do not disturb on my apple watch,"To turn on Do Not Disturb on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Do Not Disturb icon. When Do Not Disturb is on, you will not receive calls, texts, or notifications.",how_do_i_turn_on_do_not_disturb_on_my_apple_watch?,132
how do i turn on do not disturb on my orchardappletree watch,"To turn on Do Not Disturb on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Do Not Disturb icon. When Do Not Disturb is on, you will not receive calls, texts, or notifications.",how_do_i_turn_on_do_not_disturb_on_my_apple_watch?,132
how do i turn on do not disturb on my maluspumila watch,"To turn on Do Not Disturb on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Do Not Disturb icon. When Do Not Disturb is on, you will not receive calls, texts, or notifications.",how_do_i_turn_on_do_not_disturb_on_my_apple_watch?,132
how do i turn on do not shakeup on my apple watch,"To turn on Do Not Disturb on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Do Not Disturb icon. When Do Not Disturb is on, you will not receive calls, texts, or notifications.",how_do_i_turn_on_do_not_disturb_on_my_apple_watch?,132
how do i wrick on do not disturb on my apple watch,"To turn on Do Not Disturb on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Do Not Disturb icon. When Do Not Disturb is on, you will not receive calls, texts, or notifications.",how_do_i_turn_on_do_not_disturb_on_my_apple_watch?,132
how do i turn on silent mode on my apple watch,"To turn on silent mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Silent Mode icon. When Silent Mode is on, your Apple Watch will not make any sounds.",how_do_i_turn_on_silent_mode_on_my_apple_watch?,133
how do i turn on silent mode on my apple scout,"To turn on silent mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Silent Mode icon. When Silent Mode is on, your Apple Watch will not make any sounds.",how_do_i_turn_on_silent_mode_on_my_apple_watch?,133
how do i turn on silent mode on my maluspumila watch,"To turn on silent mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Silent Mode icon. When Silent Mode is on, your Apple Watch will not make any sounds.",how_do_i_turn_on_silent_mode_on_my_apple_watch?,133
how do i rick on silent mode on my apple watch,"To turn on silent mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Silent Mode icon. When Silent Mode is on, your Apple Watch will not make any sounds.",how_do_i_turn_on_silent_mode_on_my_apple_watch?,133
how do i turn on silent mode on my apple check,"To turn on silent mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Silent Mode icon. When Silent Mode is on, your Apple Watch will not make any sounds.",how_do_i_turn_on_silent_mode_on_my_apple_watch?,133
how do i turn on airplane mode on my apple watch,"To turn on Airplane Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Airplane Mode icon. When Airplane Mode is on, your Apple Watch will not be able to connect to Wi-Fi or cellular networks.",how_do_i_turn_on_airplane_mode_on_my_apple_watch?,134
how do i turn on airplane mode on my orchardappletree watch,"To turn on Airplane Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Airplane Mode icon. When Airplane Mode is on, your Apple Watch will not be able to connect to Wi-Fi or cellular networks.",how_do_i_turn_on_airplane_mode_on_my_apple_watch?,134
how do i turn on airplane mode on my apple vigil,"To turn on Airplane Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Airplane Mode icon. When Airplane Mode is on, your Apple Watch will not be able to connect to Wi-Fi or cellular networks.",how_do_i_turn_on_airplane_mode_on_my_apple_watch?,134
how do i turn on airplane mode on my maluspumila watch,"To turn on Airplane Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Airplane Mode icon. When Airplane Mode is on, your Apple Watch will not be able to connect to Wi-Fi or cellular networks.",how_do_i_turn_on_airplane_mode_on_my_apple_watch?,134
how do i plow on airplane mode on my apple watch,"To turn on Airplane Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Airplane Mode icon. When Airplane Mode is on, your Apple Watch will not be able to connect to Wi-Fi or cellular networks.",how_do_i_turn_on_airplane_mode_on_my_apple_watch?,134
how do i turn on theatre mode on my apple watch,"To turn on Theatre Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Theatre Mode icon. When Theatre Mode is on, your Apple Watch will not make any sounds or light up the screen when you raise your wrist.",how_do_i_turn_on_theatre_mode_on_my_apple_watch?,135
how do i turn on dramatics mode on my apple watch,"To turn on Theatre Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Theatre Mode icon. When Theatre Mode is on, your Apple Watch will not make any sounds or light up the screen when you raise your wrist.",how_do_i_turn_on_theatre_mode_on_my_apple_watch?,135
how do i turn on house mode on my apple watch,"To turn on Theatre Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Theatre Mode icon. When Theatre Mode is on, your Apple Watch will not make any sounds or light up the screen when you raise your wrist.",how_do_i_turn_on_theatre_mode_on_my_apple_watch?,135
how do i turn on theatre mode on my apple catch,"To turn on Theatre Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Theatre Mode icon. When Theatre Mode is on, your Apple Watch will not make any sounds or light up the screen when you raise your wrist.",how_do_i_turn_on_theatre_mode_on_my_apple_watch?,135
how do i turn on theaterofoperations mode on my apple watch,"To turn on Theatre Mode on your Apple Watch, swipe up from the bottom of the screen to open Control Center. Then, tap on the Theatre Mode icon. When Theatre Mode is on, your Apple Watch will not make any sounds or light up the screen when you raise your wrist.",how_do_i_turn_on_theatre_mode_on_my_apple_watch?,135
how do i add complications to my apple watch face,"To add complications to your Apple Watch face, press and hold on the watch face. Then, tap on the ""Customize"" button. Scroll down to the ""Complications"" section and tap on the plus sign (+). Select the complication you want to add and then tap on the ""Add"" button. You can also change the position of a complication by tapping and holding on it and then dragging it to a new location.",how_do_i_add_complications_to_my_apple_watch_face?,136
how do i add complications to my apple watch fount,"To add complications to your Apple Watch face, press and hold on the watch face. Then, tap on the ""Customize"" button. Scroll down to the ""Complications"" section and tap on the plus sign (+). Select the complication you want to add and then tap on the ""Add"" button. You can also change the position of a complication by tapping and holding on it and then dragging it to a new location.",how_do_i_add_complications_to_my_apple_watch_face?,136
how do i add complications to my apple watch side,"To add complications to your Apple Watch face, press and hold on the watch face. Then, tap on the ""Customize"" button. Scroll down to the ""Complications"" section and tap on the plus sign (+). Select the complication you want to add and then tap on the ""Add"" button. You can also change the position of a complication by tapping and holding on it and then dragging it to a new location.",how_do_i_add_complications_to_my_apple_watch_face?,136
how do i add complications to my maluspumila watch face,"To add complications to your Apple Watch face, press and hold on the watch face. Then, tap on the ""Customize"" button. Scroll down to the ""Complications"" section and tap on the plus sign (+). Select the complication you want to add and then tap on the ""Add"" button. You can also change the position of a complication by tapping and holding on it and then dragging it to a new location.",how_do_i_add_complications_to_my_apple_watch_face?,136
how do i add complications to my apple watch face,"To add complications to your Apple Watch face, press and hold on the watch face. Then, tap on the ""Customize"" button. Scroll down to the ""Complications"" section and tap on the plus sign (+). Select the complication you want to add and then tap on the ""Add"" button. You can also change the position of a complication by tapping and holding on it and then dragging it to a new location.",how_do_i_add_complications_to_my_apple_watch_face?,136
how do i change the order of my apps on my apple watch,"To change the order of your apps on your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Layout"" and tap on the ""Grid View"" button. Tap and hold on an app and then drag it to a new location. You can also change the order of your apps in List View by tapping and holding on an app and then dragging it to a new location.",how_do_i_change_the_order_of_my_apps_on_my_apple_watch?,137
how do i commute the order of my apps on my apple watch,"To change the order of your apps on your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Layout"" and tap on the ""Grid View"" button. Tap and hold on an app and then drag it to a new location. You can also change the order of your apps in List View by tapping and holding on an app and then dragging it to a new location.",how_do_i_change_the_order_of_my_apps_on_my_apple_watch?,137
how do i change the order of my apps on my apple lookout,"To change the order of your apps on your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Layout"" and tap on the ""Grid View"" button. Tap and hold on an app and then drag it to a new location. You can also change the order of your apps in List View by tapping and holding on an app and then dragging it to a new location.",how_do_i_change_the_order_of_my_apps_on_my_apple_watch?,137
how do i change the order of my apps on my apple observe,"To change the order of your apps on your Apple Watch, open the Apple Watch app on your iPhone and tap on the ""My Watch"" tab. Then, tap on ""App Layout"" and tap on the ""Grid View"" button. Tap and hold on an app and then drag it to a new location. You can also change the order of your apps in List View by tapping and holding on an app and then dragging it to a new location.",how_do_i_change_the_order_of_my_apps_on_my_apple_watch?,137
